id_x,ticker,date,title,url,id_y,link_id,summary
118,Inspirna,2019-04-03,Rgenix Presents Pre-Clinical Data on RGX-019 at the  2019 AACR Annual Meeting,https://inspirna.com/rgenix-presents-pre-clinical-data-on-rgx-019-at-the-2019-aacr-annual-meeting/,118,118,Rgenix Presents Pre-Clinical Data on RGX-019 at the  2019 AACR Annual Meeting. Pre-clinical data demonstrates first-in-class MERTK selective inhibitor with novel mechanism of action. Rgenix has initiated IND-enabling studies of RGx-019.
119,Inspirna,2019-04-01,Rgenix To Present Abstract on RGX-019 at the 2019 AACR Annual Meeting,https://inspirna.com/rgenix-to-present-abstract-on-rgx-019-at-the-2019-aacr-annual-meeting/,119,119,"Rgenix, Inc. will present an abstract about Rgenix’s RGX-019 program at the 2019 American Association for Cancer Research Annual Meeting. The meeting is scheduled to take place Friday, March 29 through Wednesday, April 3 in Atlanta. Dr. Isabel Kurth, Ph.D., will present data from pre-clinical research of RGX -019."
120,Inspirna,2019-02-01,Translational and Clinical Development Strategies for IO Agents Targeting the Innate Immune System,https://inspirna.com/translational-and-clinical-development-strategies-for-io-agents-targeting-the-innate-immune-system/,120,120,Immuno-Oncology 360° brings together diverse stakeholders of drug development in immuno-oncology (IO) Dr. Tavazoie’s talk will highlight strategies to support the translation of preclinical data into the clinic specifically for modalities targeting the innate immune system.
121,Inspirna,2018-12-14,Xconomy: New York Biotech – How to make it here,https://inspirna.com/new-york-biotech-how-to-make-it-here/,121,121,"Rgenix, Inc. is a privately-held clinical-stage biopharmaceutical company. The company is focused on the discovery and development of novel cancer drugs. Rgenix has $40M in Series C funding and is based in Long Island City, New York."
122,Inspirna,2018-11-30,Rgenix CEO Masoud Tavazoie Discusses Immune System Regulation in Cancer at Plenary Session during AACR Meeting,https://inspirna.com/rgenix-ceo-masoud-tavazoie-discusses-immune-system-regulation-in-cancer-at-plenary-session-during-aacr-meeting/,122,122,Rgenix CEO Masoud Tavazoie Discusses Immune System Regulation in Cancer at Plenary Session during AACR Meeting. The LXR/ApoE pathway was discovered as a cancer pathway by Rgenix founding scientists utilizing an unbiased experimental approach to identify key drivers of cancer progression.
123,Inspirna,2018-11-27,Rgenix Appoints Serial Entrepreneur and Senior Executive Peter Van Vlasselaer to Board of Directors,https://inspirna.com/rgenix-appoints-serial-entrepreneur-and-senior-executive-peter-van-vlasselaer-to-board-of-directors/,123,123,"Peter Van Vlasselaer, Ph.D., is a serial entrepreneur and most recently the President and CEO of ARMO Biosciences, which he also founded. Rgenix identifies novel cancer targets using a microRNA-based target discovery platform. The company is pursuing several first-in-class drug candidates for cancers of high unmet need."
124,Inspirna,2018-11-27,AACR Tumor Immunology and Immunotherapy Conference,https://inspirna.com/aacr-tumor-immunology-and-immunotherapy-conference/,124,124,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical. company focused on the discovery and development of novel cancer drugs. Inspirna's drugs target key pathways in cancers of high unmet need. The company is based in Long Island City, New York."
125,Inspirna,2018-10-31,Rgenix Treats First Patient in Phase 1 Trial of RGX-202,https://inspirna.com/rgenix-treats-first-patient-in-phase-1-trial-of-rgx-202/,125,125,"Rgenix, Inc. has treated the first patient in a Phase 1 a/b study of RGX-202, an oral small molecule being developed for the treatment of gastrointestinal cancers. Rgenix identifies novel cancer targets using a microRNA-based target discovery platform. The company is funded by leading biotechnology investors."
126,Inspirna,2018-10-09,Rgenix Raises $40M in Series C Funding To Support Clinical Stage Oncology Programs,https://inspirna.com/rgenix-raises-40m-in-series-c-funding-to-support-clinical-stage-oncology-programs/,126,126,"Rgenix, Inc. announced that it has raised $40 million in a Series C financing in support of further development of the company’s clinical and pre-clinical oncology programs. The financing will support Phase 1b/2 clinical trials of the lead program RGX-104 in multiple cancer indications, including in checkpoint inhibitor refractory patients. The company is pursuing several first-in-class drug candidates to treat cancers of high unmet need."
127,Inspirna,2018-06-04,Rgenix Presents Data on Phase I Clinical Activity For RGX-104 at the 2018 ASCO Annual Meeting,https://inspirna.com/rgenix-presents-data-on-phase-i-clinical-activity-for-rgx-104-at-the-2018-asco-annual-meeting/,127,127,"Rgenix is presenting data on the safety, pharmacodynamics, and clinical activity from the dose escalation stage of the ongoing Phase Ia/b trial of RGX-104. The small molecule depletes myeloid derived suppressor cells (MDSCs) and stimulates dendritic cells (DCs), activating anti-tumor immunity."
128,Inspirna,2018-05-31,Rgenix To Present Data on RGX-104 Clinical Activity at  2018 ASCO Annual Meeting,https://inspirna.com/rgenix-to-present-data-on-rgx-104-clinical-activity-at-2018-asco-annual-meeting/,128,128,Rgenix will present its abstract on RGX-104’s pharmacodynamic and clinical activity at the 2018 Annual Meeting of the American Society of Clinical Oncology. The meeting will take place in Chicago from June 1 through June 5. Rgenix identifies novel cancer targets using a microRNA based target discovery platform.
129,Inspirna,2018-05-25,"Pharmacodynamic and clinical activity of RGX-104, a first-in-class immunotherapy targeting the liver-X nuclear hormone receptor (LXR), in patients with refractory malignancies",https://inspirna.com/pharmacodynamic-and-clinical-activity-of-rgx-104/,129,129,"RGX-104 is a small-molecule LXR agonist that modulates innate immunity via transcriptional activation of the ApoE gene. To read the abstract, please click here.Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical company."
130,Inspirna,2018-01-11,Rgenix Announces Publication In Cell Demonstrating Activation of LXR/ApoE with RGX-104 Enhances Antitumor Immunity,https://inspirna.com/rgenix-announces-publication/,130,130,"Rgenix, Inc. announced today the publication of clinical and pre-clinical results by research collaborators at Rgenix and The Rockefeller University. The results of the collaboration, published in the January 11 online issue of Cell, reveal that the Liver-X Receptor/Apolipoprotein E (LXR/ApoE) pathway regulates anti-tumor immunity."
131,Inspirna,2017-11-17,Liver X Factor,https://inspirna.com/liver-x-factor/,131,131,"Rgenix’s Liver X Agonist Could Help Overcome Checkpoint Resistance in Cancer. Rgenix is a privately-held clinical-stage biopharmaceutical company focused on the discovery and development of novel cancer drugs. To read the full article, please click here."
132,Inspirna,2017-11-17,Rgenix Reports Phase I Data for Cancer Compound RGX-104,https://inspirna.com/rgenix-reports-phase-i-data-for-cancer-compound-rgx-104-2/,132,132,"Rgenix Inc. (New York, N.Y.) reported preliminary data from a Phase Ia/Ib trial showing that oral RGX-104 led to 4 cases of stable disease among 12 evaluable patients with advanced solid malignancies and lymphoma. To read the full article, please click here."
133,Inspirna,2017-10-30,Rgenix Reports Preliminary Phase 1a/b Clinical Data Demonstrating Immune-stimulatory Activity with RGX-104 in Advanced Cancer Patients,https://inspirna.com/rgenix-reports-preliminary-phase-1a-b-clinical-data-2/,133,133,Preliminary Phase 1a/b data demonstrate RGX-104 modulates the innate immune system to stimulate T cell activation in a diverse group of heavily pre-treated patients. The company presented the data at the AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics in Philadelphia.
134,Inspirna,2017-10-29,Rgenix Reports Preliminary Phase 1a/b,https://inspirna.com/rgenix-reports-preliminary-phase-1a-b/,134,134,Preliminary Phase 1a/b data demonstrate RGX-104 modulates the innate immune system to stimulate T cell activation in a diverse group of heavily pre-treated patients with refractory solid cancers. The company presented the data at the AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics in Philadelphia.
135,Inspirna,2017-10-26,Rgenix to Present Early Clinical Data on RGX-104 at the AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics,https://inspirna.com/rgenix-to-present-early-clinical-data-on-rgx-104/,135,135,"Rgenix, Inc. is a privately-held clinical-stage biopharmaceutical company focused on the discovery and development of novel cancer drugs. The company is pursuing several first-in-class drug candidates to treat cancers of high unmet need. Dr. Monica Mita, Principal Investigator of the RGX-104-001 study, will present at the 2017 AACR-NCI-EORTC International Conference on Molecular Targets and Cancer Therapeutics."
136,Inspirna,2017-10-09,Meet the 30 biotech leaders under 40 who are searching for breakthrough treatments and shaping the future of medicine,https://inspirna.com/meet-the-30-biotech-leaders-under-40/,136,136,"Meet the 30 biotech leaders under 40 who are searching for breakthrough treatments and shaping the future of medicine. To read the full piece, please click here. Visit inspirna.com for more information about Inspirna, a privately-held clinical-stage biopharmaceutical company."
137,Inspirna,2017-09-14,"For Rgenix CEO Masoud Tavazoie, fighting cancer is a family business",https://inspirna.com/for-rgenix-ceo-masoud-tavazoie-fighting-cancer-is-a-family-business/,137,137,"Rgenix CEO Masoud Tavazoie was recently interviewed for an article in The Pharma Letter. To read the full piece, please click here. Rgenix is a privately-held clinical-stage biopharmaceutical company focused on the discovery and development of novel cancer drugs."
138,Inspirna,2017-04-28,Rgenix Appoints Chief Medical Officer,https://inspirna.com/rgenix-appoints-chief-medical-officer/,138,138,"Rgenix, Inc. announced today the appointment of Roger Waltzman, M.D., M.B.A. as its Chief Medical Officer. Dr. Waltzman brings more than 20 years of experience in oncology across the entire new drug development and approval process. He will oversee clinical development, including clinical trial design and the new drug application process with regulators."
139,Inspirna,2017-01-06,"Rgenix Announces Treatment of First Patient in Phase 1 Trial of RGX-104, its Lead Immuno-Oncology Therapeutic",https://inspirna.com/rgenix-announces-treatment-of-first-patient-in-phase-1-trial-of-rgx-104/,139,139,Rgenix announces treatment of the first patient with its lead candidate RGX-104 in a Phase 1a/b study. The 80-patient study consists of an initial dose-escalation stage involving patients with advanced solid malignancies and lymphoma. The LXR-ApoE pathway was originally identified as a cancer target using a novel microRNA-based discovery platform.
140,Inspirna,2016-06-29,What does it take to succeed as a New York biotech startup?,https://inspirna.com/rgenix-announces-33-million-series-b-financing-to-develop-first-in-class-cancer-therapeutics/,140,140,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical. company focused on the discovery and development of novel cancer drugs. The company is based in Long Island City, New York City. Inspirna is developing drugs that target key pathways in cancers of high unmet need."
141,Inspirna,2016-06-15,"Rgenix Raises $33M, Preps Cancer Trial For Drug Shelved By GSK",https://inspirna.com/rgenix-raises-33m-preps-cancer-trial-for-drug-shelved-by-gsk/,141,141,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical. company focused on the discovery and development of novel cancer drugs. The company's drugs target key pathways in cancers of high unmet need. Inspirna is based in Long Island City, New York."
142,Inspirna,2016-06-15,"Rottweiler tested, Novo and Sofinnova back $33M round for Rgenix",https://inspirna.com/rottweiler-tested-novo-and-sofinnova-back-33m-round-for-rgenix/,142,142,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical company. The company is focused on the discovery and development of novel cancer drugs that target key pathways in cancers of high unmet need. Rgenix is a publicly-held company."
143,Inspirna,2016-06-15,Rgenix Announces $33 Million Series B Financing to Develop First-in-Class Cancer Therapeutics,https://inspirna.com/rgenix-announces-33-million-series-b-financing-to-develop-first-in-class-cancer-therapeutics-2/,143,143,"Rgenix announced a $33 million Series B financing led by Novo A/S and Sofinnova Partners. The financing will support clinical development of Rgenix’s lead drug candidates, RGX-104 andRGX-202, as well as further development of its therapeutics pipeline."
144,Inspirna,2015-08-31,"In New York, Rgenix Rises From Rockefeller and Takes Aim at Cancer",https://inspirna.com/in-new-york-rgenix-rises-from-rockefeller-and-takes-aim-at-cancer/,144,144,"Inspirna, Inc. is a privately-held clinical-stage biopharmaceutical. company focused on the discovery and development of novel cancer drugs. The company's drugs target key pathways in cancers of high unmet need. Inspirna is based in Long Island City, New York."
145,MindMed,2024-03-11,MindMed to Participate in the Leerink Partners 2024 Global Biopharma Conference,https://ir.mindmed.co/news-events/press-releases/detail/139/mindmed-to-participate-in-the-leerink-partners-2024-global-biopharma-conference,145,145,"MindMed is a clinical stage biopharmaceutical company developing novel product candidates to treat brain health disorders. The company will host one on one investor meetings at the Leerink Partners 2024 Global Biopharma Conference, which will be held in Miami, FL from March 11-13, 2024."
146,MindMed,2024-03-07,Mind Medicine (MindMed) Inc. Announces Pricing of Underwritten Offering of Common Shares and Concurrent Private Placement,https://ir.mindmed.co/news-events/press-releases/detail/138/mind-medicine-mindmed-inc-announces-pricing-of-underwritten-offering-of-common-shares-and-concurrent-private-placement,146,146,"Mind Medicine (MindMed) Inc. (NASDAQ: MNMD) (Cboe Canada: MMED) announced the pricing of an underwritten offering of 16,666,667 common shares, no par value per share, at an offering price of $6.00 per common share. The Company has entered into share purchase agreements for a concurrent private placement of 12,500,000 common shares. Gross proceeds to MindMed, before deducting underwriting commissions, placement agent fees and other offering-related expenses, are expected to be approximately $175 million."
147,MindMed,2024-03-07,MindMed Receives FDA Breakthrough Therapy Designation and Announces Positive 12-Week Durability Data From Phase 2B Study of MM120 for Generalized Anxiety Disorder,https://ir.mindmed.co/news-events/press-releases/detail/137/mindmed-receives-fda-breakthrough-therapy-designation-and-announces-positive-12-week-durability-data-from-phase-2b-study-of-mm120-for-generalized-anxiety-disorder,147,147,MindMed announces FDA has granted breakthrough designation to its MM120 (lysergide d-tartrate) program for the treatment of generalized anxiety disorder (GAD) The Company also announced that its Phase 2b study of MM120 in GAD met its key secondary endpoint.
148,Molecular Templates,2024-03-04,"Molecular Templates, Inc. Provides Interim Update",https://www.mtem.com/investors/news-events-DQFwMCk3/press-releases-Ke9B82cd/detail/135/molecular-templates-inc-provides-interim-update,148,148,"Morale, ethics and culture of the board of directors of a company are key factors in a company's decision-making process. A company's management team is responsible for setting the tone and tone of its operations. The board of Directors has the power to appoint or remove members of its management team. The company has the responsibility to set the tone, tone and style of the company."
149,Molecular Templates,2024-02-08,Molecular Templates to Present at Oppenheimer 34th Annual Healthcare Life Sciences Conference,https://www.mtem.com/investors/news-events-DQFwMCk3/press-releases-Ke9B82cd/detail/134/molecular-templates-to-present-at-oppenheimer-34th-annual,149,149,"Morale, ethics and culture of the board of directors of a company are key factors in a company's decision-making process. A company's management team is responsible for setting the tone and tone of its operations. The board of Directors has the power to appoint or remove members of its management team. The company has the responsibility to set the tone, tone and style of the company."
150,Molecular Templates,2023-11-13,"Molecular Templates, Inc. Reports Third Quarter 2023 Financial Results and Business Update",https://www.mtem.com/investors/news-events-DQFwMCk3/press-releases-Ke9B82cd/detail/133/molecular-templates-inc-reports-third-quarter-2023,150,150,"Morale, ethics and culture of the board of directors of a company are key factors in a company's decision-making process. A company's management team is responsible for setting the tone and tone of its operations. The board of Directors has the power to appoint or remove members of its management team. The company has the responsibility to set the tone, tone and style of the company."
151,Ribon Therapeutics,2023-03-09,Ribon Therapeutics Doses First Patient in Phase 1 Clinical Study with RBN-3143 in Patients with Moderate-to-Severe Atopic Dermatitis,https://ribontx.com/ribon-therapeutics-doses-first-patient-in-phase-1-clinical-study-with-rbn-3143-in-patients-with-moderate-to-severe-atopic-dermatitis/,151,151,"Ribon Therapeutics doses first patient in Phase 1 Clinical Study with RBN-3143 in Patients with Moderate-to-Severe Atopic Dermatitis. First-in-class, oral, small molecule inhibitor of PARP14 has the potential to treat a range of inflammatory diseases."
152,Ribon Therapeutics,2023-01-30,Ribon Therapeutics Announces $25 Million Equity Investment from Pfizer,https://ribontx.com/ribon-therapeutics-announces-25-million-equity-investment-from-pfizer/,152,152,"Ribon Therapeutics announced a $25 million investment from Pfizer. Ribon plans to use the proceeds to support clinical development of its potentially first-in-class oral small molecule programs in oncology and immunology. As part of the investment, Robert Rickert, Ph.D., will join Ribon’s Scientific Advisory Board."
153,Ribon Therapeutics,2022-11-29,Ribon Therapeutics Announces Acquisition of Pre-Clinical CD38 Program by Boehringer Ingelheim,https://ribontx.com/ribon-therapeutics-announces-acquisition-of-pre-clinical-cd38-program-by-boehringer-ingelheim/,153,153,"Boehringer Ingelheim aims to develop novel therapies based on Ribon’s CD38 program to transform the lives of patients with immunological and fibrotic diseases. Under the terms of the agreement, Ribon will receive an undisclosed upfront payment and is eligible to receive future payments related to preclinical, clinical, regulatory and commercial milestones."
154,Ribon Therapeutics,2022-09-06,Ribon Therapeutics Announces Late-Breaking Presentation of Preclinical Data on RBN-3143 at the European Respiratory Society International Congress 2022,https://ribontx.com/ribon-therapeutics-announces-late-breaking-presentation-of-preclinical-data-on-rbn-3143-at-the-european-respiratory-society-international-congress-2022/,154,154,"RBN-3143 is a novel, orally administered, first-in-class inhibitor of PARP14 with potential in a range of inflammatory diseases. The data were presented in a late-breaking poster at the European Respiratory Society (ERS) International Congress 2022."
155,Ribon Therapeutics,2022-04-11,Ribon Therapeutics Announces Presentations at the American Association for Cancer Research 2022 Annual Meeting,https://ribontx.com/ribon-therapeutics-announces-presentations-at-the-american-association-for-cancer-research-2022-annual-meeting/,155,155,"RBN-2397 is a small molecule inhibitor of PARP7 being evaluated in multiple clinical trials for the treatment of cancer. The oral presentation and poster presentation was presented today, April 11, 2022, at the American Association for Cancer Research (AACR) Annual Meeting 2022."
156,Ribon Therapeutics,2022-03-29,Ribon Therapeutics Announces Initiation of Phase 1b/2 Study of RBN-2397 in Combination with Pembrolizumab in Patients with Squamous Cell Carcinoma of the Lung,https://ribontx.com/ribon-therapeutics-announces-initiation-of-phase-1b-2-study-of-rbn-2397-in-combination-with-pembrolizumab-in-patients-with-squamous-cell-carcinoma-of-the-lung/,156,156,Ribon Therapeutics announces first patient dosed in Phase 1b/2 study of RBN-2397 in combination with pembrolizumab in patients with squamous cell carcinoma of the lung (SCCL) The first-in-class oral PARP7 inhibitor is expected to improve outcomes of patients treated with immune checkpoint inhibitors.
157,Ribon Therapeutics,2022-03-22,Ribon Therapeutics Initiates First-in-Human Phase 1 Clinical Study of RBN-3143 for the Treatment of Atopic Dermatitis,https://ribontx.com/ribon-therapeutics-initiates-first-in-human-phase-1-clinical-study-of-rbn-3143-for-the-treatment-of-atopic-dermatitis/,157,157,"RBN-3143 is a novel, orally administered, first-in-class inhibitor of PARP14 with potential as a therapy in a range of inflammatory diseases, with an initial focus in atopic dermatitis. In preclinical inflammatory disease models, we observed that oral dosing with RBN- 3143 led to a decrease of key inflammatory cytokines and cells such as eosinophils and neutrophils."
158,Ribon Therapeutics,2022-02-17,"Ribon Therapeutics, a Clinical Stage Biotechnology Company Targeting Stress Support Pathways in Cancer and Inflammation, Announces CEO Transition for Its Next Phase of Growth",https://ribontx.com/ribon-therapeutics-a-clinical-stage-biotechnology-company-targeting-stress-support-pathways-in-cancer-and-inflammation-announces-ceo-transition-for-its-next-phase-of-growth/,158,158,"Prakash Raman, Ph.D., appointed as President, Chief Executive Officer and member of the Board of Directors of Ribon Therapeutics. Dr. Raman succeeds Victoria Richon, who will remain as an R&D advisor to the Board and Chair of the Scientific Advisory Board. Ribon is a clinical stage biotechnology company developing therapeutics targeting stress support pathways."
159,Ribon Therapeutics,2021-09-27,Ribon Therapeutics Named a “Fierce 15” Biotech Company by Fierce Biotech,https://ribontx.com/ribon-therapeutics-named-a-fierce-15-biotech-company-by-fierce-biotech/,159,159,"Ribon Therapeutics has been named by Fierce Biotech as one of 2021’s Fierce 15 biotechnology companies. Ribon is developing first-in-class precision therapies targeting stress support pathways in cancer and inflammation for patients with limited options. The lead program is RBN-2397, a PARP7 inhibitor in clinical development for the treatment of cancer."
160,Ribon Therapeutics,2021-09-01,Ribon Therapeutics Announces Key Management Promotions,https://ribontx.com/ribon-therapeutics-announces-key-management-promotions/,160,160,"Ribon Therapeutics announces key management promotions. Heike Keilhack, Ph.D., is promoted to Chief Scientific Officer. Kevin Kuntz is appointed Chief Drug Development Officer. Ribon is a clinical stage biotechnology company developing therapeutics targeting stress support pathways."
161,Ribon Therapeutics,2021-07-22,Ribon Therapeutics Announces Publication in Cancer Cell of Pre-Clinical and Mechanism of Action Data for RBN-2397,https://ribontx.com/ribon-therapeutics-announces-publication-in-cancer-cell-of-pre-clinical-and-mechanism-of-action-data-for-rbn-2397/,161,161,"Ribon Therapeutics announced the first publication in the peer-reviewed journal, Cancer Cell, of preclinical data from its lead asset, RBN-2397. The published data demonstrate that inhibition of PARP7 can activate antitumor immune responses in cancer cells through restoration of Type I interferon (IFN) signaling."
162,Ribon Therapeutics,2021-07-14,Ribon Therapeutics Secures $65 Million Financing,https://ribontx.com/ribon-therapeutics-secures-65-million-financing/,162,162,"Ribon Therapeutics announced the closing of a $65 million financing. Ribon will use the proceeds to support the clinical development of its novel precision medicine candidates. The financing was led by Deerfield Management and U.S. Venture Partners, with support from new investors Avego BioScience Capital, GV (formerly Google Ventures), Monashee Investment Management and Peregrine Ventures."
163,Ribon Therapeutics,2021-06-28,Ribon Therapeutics Appoints Paul Brannelly as Chief Financial Officer,https://ribontx.com/ribon-therapeutics-appoints-paul-brannelly-as-chief-financial-officer/,163,163,"Paul Brannelly is a corporate finance veteran, having raised over $1.4 billion in debt and equity throughout his career. He most recently served as Executive Vice President, Chief Financial Officer of Collegium Pharmaceutical, Inc. He brings more than 20 years of senior public and private company development and financial management experience as an executive in the biopharma industry."
164,Ribon Therapeutics,2021-06-04,Ribon Therapeutics Announces Oral Presentation of Positive Interim Data from Phase 1 Trial of RBN-2397 in Patients with Advanced Solid Tumors at 2021 ASCO Annual Meeting,https://ribontx.com/ribon-therapeutics-announces-oral-presentation-of-positive-interim-data-from-phase-1-trial-of-rbn-2397-in-patients-with-advanced-solid-tumors-at-2021-asco-annual-meeting/,164,164,"Ribon Therapeutics announced positive interim clinical data from the dose escalation portion of its first-in-human Phase 1 trial evaluating RBN-2397. The data will be presented at the American Society of Clinical Oncology (ASCO) Annual Meeting on June 4, 2021."
165,Ribon Therapeutics,2021-05-20,Ribon Therapeutics Announces Oral Presentation of RBN-2397 Clinical Data at 2021 ASCO Annual Meeting,https://ribontx.com/ribon-therapeutics-announces-oral-presentation-of-rbn-2397-clinical-data-at-2021-asco-annual-meeting/,165,165,"Ribon Therapeutics is a clinical stage biotechnology company developing therapeutics targeting stress support pathways. RBN-2397, its small molecule inhibitor of PARP7, as a monotherapy in patients with advanced solid tumors was selected for an oral presentation at the 2021 American Society of Clinical Oncology (ASCO) Annual Meeting."
166,Ribon Therapeutics,2021-04-29,Ribon Therapeutics Announces Upcoming Presentation on RBN-2397 at the 2021 ASCO Annual Meeting,https://ribontx.com/ribon-therapeutics-announces-upcoming-presentation-on-rbn-2397-at-the-2021-asco-annual-meeting/,166,166,"Ribon Therapeutics announced oral presentation on RBN-2397 at the 2021 American Society of Clinical Oncology (ASCO) Annual Meeting, taking place from June 4 to 8, 2021. The full meeting program is available at: www.asco.org."
167,Ribon Therapeutics,2021-04-06,Ribon Therapeutics Announces Upcoming Presentations at the AACR 2021 Virtual Annual Meeting,https://ribontx.com/ribon-therapeutics-announces-upcoming-presentations-at-the-aacr-2021-virtual-annual-meeting/,167,167,"RBN-2397 is a PARP7 inhibitor that induces cancer cell autonomous and immune stimulatory effects in preclinical models. The company will present one oral and four poster presentations at the American Association for Cancer Research (AACR) 2021 Virtual Annual Meeting (Week 1), taking place from April 10 to 15, 2021."
168,Ribon Therapeutics,2021-02-02,"Ribon Therapeutics Announces License Agreement with Ono Pharmaceutical Co., Ltd. to Develop and Commercialize RBN-2397 In Japan, South Korea, Taiwan and ASEAN Countries",https://ribontx.com/ribon-therapeutics-announces-license-agreement-with-ono-pharmaceutical-co-ltd-to-develop-and-commercialize-rbn-2397-in-japan-south-korea-taiwan-and-asean-countries/,168,168,"Ribon Therapeutics Announces License Agreement with Ono Pharmaceutical Co., Ltd. to Develop and Commercialize RBN-2397 In Japan, South Korea, Taiwan and ASEAN Countries. Ono to make upfront payment of approximately $16.3 million to Ribon in addition to other potential milestone payments of approximately$132 million."
169,Ribon Therapeutics,2020-11-16,Ribon Therapeutics to Present at the Piper Sandler 32nd Annual Virtual Healthcare Conference,https://ribontx.com/ribon-therapeutics-to-present-at-the-piper-sandler-32nd-annual-virtual-healthcare-conference/,169,169,"Ribon Therapeutics is a clinical stage oncology company developing first-in-class therapeutics targeting stress response pathways. Victoria Richon, Ph.D., President and Chief Executive Officer, will present a corporate overview at the Piper Sandler 32nd Annual Virtual Healthcare Conference being held November 30 – December 3, 2020."
170,Ribon Therapeutics,2020-11-09,Ribon Therapeutics Announces the Appointment of Emma Reeve to the Company’s Board of Directors,https://ribontx.com/ribon-therapeutics-announces-the-appointment-of-emma-reeve-to-the-companys-board-of-directors/,170,170,"Ribon Therapeutics announced the appointment of Emma Reeve to its Board of Directors. Reeve is a distinguished industry veteran who brings over 20 years of global financial experience across pharmaceutical, medical device and bio-pharma companies. She currently serves as Chief Financial Officer at Constellation Pharmaceuticals."
171,Ribon Therapeutics,2020-07-16,Ribon Therapeutics Announces Appointment of Jodie P. Morrison as Chair of the Company’s Board of Directors,https://ribontx.com/ribon-therapeutics-announces-appointment-of-jodie-p-morrison-as-chair-of-the-companys-board-of-directors/,171,171,"Ribon Therapeutics is a clinical-stage oncology company developing first-in-class therapeutics targeting stress response pathways. Jodie P. Morrison has assumed the chair role of its board of directors, effective July 15, 2020. Morrison brings more than 20 years of executive leadership and therapeutics development expertise within the biopharmaceutical industry."
172,Ribon Therapeutics,2020-06-22,Ribon Therapeutics Presents Additional Preclinical Data on its PARP7 Inhibitor – RBN-2397 – and Demonstrates Broad Potential of its Platform at the AACR 2020 Virtual Meeting II,https://ribontx.com/ribon-therapeutics-presents-additional-preclinical-data-on-its-parp7-inhibitor-rbn-2397-and-demonstrates-broad-potential-of-its-platform-at-the-aacr-2020-virtual-meeting-ii/,172,172,"Ribon Therapeutics, a clinical stage oncology company developing first-in-class therapeutics targeting stress response pathways, today announced new data to be presented at the American Association for Cancer Research (AACR) 2020 Virtual Annual Meeting II, taking place from June 22-24, 2020. The posters presented at AACR provide a glimpse into Ribon’s unique ability to interrogate the complex biology of stress support pathways to identify novel therapeutic targets."
173,Ribon Therapeutics,2020-05-26,Ribon Therapeutics to Present at the Jefferies Virtual Healthcare Conference,https://ribontx.com/ribon-therapeutics-to-present-at-the-jefferies-virtual-healthcare-conference/,173,173,"Ribon Therapeutics is a clinical stage oncology company developing first-in-class therapeutics targeting stress response pathways. CEO Victoria Richon will provide a corporate overview and an update on the company’s lead clinical program, PARP7 inhibitor RBN-2397, at the Jefferies 2020 Virtual Healthcare Conference."
174,Ribon Therapeutics,2020-05-15,Ribon Therapeutics to Present New Preclinical Data on its PARP7 Inhibitor – RBN-2397 – and its Discovery Platform at the Upcoming AACR 2020 Virtual Meeting II,https://ribontx.com/ribon-therapeutics-to-present-new-preclinical-data-on-its-parp7-inhibitor-rbn-2397-and-its-discovery-platform-at-the-upcoming-aacr-2020-virtual-meeting-ii/,174,174,"Ribon Therapeutics to present new data at the upcoming American Association for Cancer Research (AACR) 2020 Virtual Annual Meeting II, taking place from June 22-24, 2020. The company's lead program is RBN-2397, a first-in-class PARP7 inhibitor in development for the treatment of cancer."
175,Ribon Therapeutics,2020-05-04,Ribon Therapeutics to Present at Upcoming Healthcare Conferences,https://ribontx.com/ribon-therapeutics-to-present-at-upcoming-healthcare-conferences/,175,175,"Ribon Therapeutics is a clinical-stage oncology company developing first-in-class therapeutics targeting stress response pathways. Victoria Richon, Ph.D., President and CEO, will present at two upcoming virtual healthcare conferences. Presentations will consist of a panel discussion and a corporate overview."
176,Ribon Therapeutics,2020-04-27,Ribon Therapeutics Presents Preclinical Data from its PARP7 and PARP14 Programs at AACR Virtual Meeting I,https://ribontx.com/ribon-therapeutics-presents-preclinical-data-from-its-parp7-and-parp14-programs-at-aacr-virtual-meeting-i/,176,176,"Ribon Therapeutics is a clinical-stage oncology company developing first-in-class therapeutics targeting stress response pathways. Lead program, PARP7 inhibitor RBN-2397, demonstrates complete tumor regression in preclinical cancer models. In vitro data illustrate the immune-suppressive role PARP14 plays in the tumor microenvironment."
177,Ribon Therapeutics,2020-04-14,Ribon Therapeutics to Present New Preclinical Data at the Upcoming AACR Virtual Annual Meetings,https://ribontx.com/ribon-therapeutics-to-present-new-preclinical-data-at-the-upcoming-aacr-virtual-annual-meetings/,177,177,"Ribon Therapeutics to present new data at the upcoming American Association for Cancer Research (AACR) Virtual Annual Meeting I, taking place from April 27-28, 2020. This meeting will feature a selection of high-impact proffered paper presentations, including: Advances in Cancer Drug Design and Discovery."
